State,Year,January-December Maximum Temperature (Units Degrees Fahrenheit)
North Dakota,2017,53.5
North Dakota,2018,50.9
North Dakota,2019,48.3
North Dakota,2020,54.0
North Dakota,2021,56.2
North Dakota,2022,50.7
North Dakota,2023,53.1
Ohio,1974,60.5
Ohio,1975,61.0
Ohio,1976,59.9
Ohio,1977,60.5
Ohio,1978,58.5
Ohio,1979,58.8
Ohio,1980,59.4
Ohio,1981,59.6
Ohio,1982,60.8
Ohio,1983,61.2
Ohio,1984,60.4
Ohio,1985,60.7
Ohio,1986,61.4
Ohio,1987,62.6
Ohio,1988,61.5
Ohio,1989,59.3
Ohio,1990,62.7
Ohio,1991,63.3
Ohio,1992,59.8
Ohio,1993,60.1
Ohio,1994,61.1
Ohio,1995,60.5
Ohio,1996,59.4
Ohio,1997,59.8
Ohio,1998,64.0
Ohio,1999,63.5
Ohio,2000,60.9
Ohio,2001,62.5
Ohio,2002,62.6
Ohio,2003,59.9
Ohio,2004,61.1
Ohio,2005,61.8
Ohio,2006,62.5
Ohio,2007,62.6
Ohio,2008,61.0
Ohio,2009,60.6
Ohio,2010,61.9
Ohio,2011,61.9
Ohio,2012,64.7
Ohio,2013,60.5
Ohio,2014,59.3
Ohio,2015,61.9
Ohio,2016,63.9
Ohio,2017,63.3
Ohio,2018,61.5
Ohio,2019,62.4
Ohio,2020,62.8
Ohio,2021,63.0
Ohio,2022,62.0
Ohio,2023,63.9
Oklahoma,1974,71.7
Oklahoma,1975,70.6
Oklahoma,1976,71.9
Oklahoma,1977,73.0
Oklahoma,1978,70.6
Oklahoma,1979,69.3
Oklahoma,1980,73.2
Oklahoma,1981,72.4
Oklahoma,1982,71.0
Oklahoma,1983,69.4
Oklahoma,1984,71.6
Oklahoma,1985,70.3
Oklahoma,1986,72.2
Oklahoma,1987,71.2
Oklahoma,1988,71.8
Oklahoma,1989,70.2
Oklahoma,1990,72.8
Oklahoma,1991,71.9
Oklahoma,1992,70.8
Oklahoma,1993,69.5
Oklahoma,1994,71.8
Oklahoma,1995,71.5
Oklahoma,1996,71.3
Oklahoma,1997,70.1
Oklahoma,1998,73.7
Oklahoma,1999,73.7
Oklahoma,2000,72.3
Oklahoma,2001,72.5
Oklahoma,2002,71.1
Oklahoma,2003,72.0
Oklahoma,2004,71.4
Oklahoma,2005,73.0
Oklahoma,2006,75.2
Oklahoma,2007,71.1
Oklahoma,2008,72.0
Oklahoma,2009,71.4
Oklahoma,2010,72.0
Oklahoma,2011,74.7
Oklahoma,2012,76.0
Oklahoma,2013,70.8
Oklahoma,2014,71.1
Oklahoma,2015,72.4
Oklahoma,2016,74.6
Oklahoma,2017,74.0
Oklahoma,2018,72.2
Oklahoma,2019,71.4
Oklahoma,2020,72.8
Oklahoma,2021,72.8
Oklahoma,2022,74.1
Oklahoma,2023,74.3
Oregon,1974,58.7
Oregon,1975,56.4
Oregon,1976,58.2
Oregon,1977,58.3
Oregon,1978,57.4
Oregon,1979,58.0
Oregon,1980,58.0
Oregon,1981,58.9
Oregon,1982,56.0
Oregon,1983,56.9
Oregon,1984,56.1
Oregon,1985,56.2
Oregon,1986,59.2
Oregon,1987,60.4
Oregon,1988,59.9
Oregon,1989,58.1
Oregon,1990,59.0
Oregon,1991,59.0
Oregon,1992,61.2
Oregon,1993,56.4
Oregon,1994,59.6
Oregon,1995,59.0
Oregon,1996,59.0
Oregon,1997,58.9
Oregon,1998,58.4
Oregon,1999,58.8
Oregon,2000,58.8
Oregon,2001,59.5
Oregon,2002,59.8
Oregon,2003,60.5
Oregon,2004,59.8
Oregon,2005,59.3
Oregon,2006,59.7
Oregon,2007,59.8
Oregon,2008,58.7
Oregon,2009,59.0
Oregon,2010,58.0
Oregon,2011,57.6
Oregon,2012,59.7
Oregon,2013,59.5
Oregon,2014,61.1
Oregon,2015,62.2
Oregon,2016,60.1
Oregon,2017,59.3
Oregon,2018,60.2
Oregon,2019,58.2
Oregon,2020,60.7
Oregon,2021,61.0
Oregon,2022,60.2
Oregon,2023,59.3
Pennsylvania,1974,58.5
Pennsylvania,1975,58.8
Pennsylvania,1976,57.6
Pennsylvania,1977,58.3
Pennsylvania,1978,56.7
Pennsylvania,1979,57.4
Pennsylvania,1980,57.8
Pennsylvania,1981,57.7
Pennsylvania,1982,58.5
Pennsylvania,1983,58.9
Pennsylvania,1984,58.4
Pennsylvania,1985,58.9
Pennsylvania,1986,58.8
Pennsylvania,1987,59.6
Pennsylvania,1988,59.0
Pennsylvania,1989,57.5
Pennsylvania,1990,61.0
Pennsylvania,1991,61.6
Pennsylvania,1992,57.3
Pennsylvania,1993,58.5
Pennsylvania,1994,58.7
Pennsylvania,1995,58.8
Pennsylvania,1996,57.4
Pennsylvania,1997,58.2
Pennsylvania,1998,61.9
Pennsylvania,1999,61.0
Pennsylvania,2000,58.8
Pennsylvania,2001,60.6
Pennsylvania,2002,60.7
Pennsylvania,2003,57.7
Pennsylvania,2004,58.9
Pennsylvania,2005,60.0
Pennsylvania,2006,60.9
Pennsylvania,2007,60.1
Pennsylvania,2008,59.3
Pennsylvania,2009,58.4
Pennsylvania,2010,60.4
Pennsylvania,2011,60.3
Pennsylvania,2012,62.2
Pennsylvania,2013,58.8
Pennsylvania,2014,57.7
Pennsylvania,2015,60.1
Pennsylvania,2016,61.7
Pennsylvania,2017,60.7
Pennsylvania,2018,59.0
Pennsylvania,2019,59.9
Pennsylvania,2020,61.3
Pennsylvania,2021,61.1
Pennsylvania,2022,60.3
Pennsylvania,2023,61.9
Rhode Island,1974,58.5
Rhode Island,1975,58.9
Rhode Island,1976,58.1
Rhode Island,1977,58.5
Rhode Island,1978,57.1
Rhode Island,1979,58.6
Rhode Island,1980,58.2
Rhode Island,1981,58.4
Rhode Island,1982,58.2
Rhode Island,1983,59.6
Rhode Island,1984,59.0
Rhode Island,1985,58.7
Rhode Island,1986,58.4
Rhode Island,1987,58.7
Rhode Island,1988,58.7
Rhode Island,1989,58.0
Rhode Island,1990,60.9
Rhode Island,1991,61.3
Rhode Island,1992,57.7
Rhode Island,1993,58.9
Rhode Island,1994,59.2
Rhode Island,1995,59.3
Rhode Island,1996,58.1
Rhode Island,1997,58.8
Rhode Island,1998,61.2
Rhode Island,1999,61.7
Rhode Island,2000,58.8
Rhode Island,2001,60.7
Rhode Island,2002,60.7
Rhode Island,2003,58.0
Rhode Island,2004,58.4
Rhode Island,2005,59.4
Rhode Island,2006,60.9
Rhode Island,2007,59.8
Rhode Island,2008,60.2
Rhode Island,2009,58.7
Rhode Island,2010,61.2
Rhode Island,2011,60.9
Rhode Island,2012,62.1
Rhode Island,2013,59.9
Rhode Island,2014,59.2
Rhode Island,2015,60.3
Rhode Island,2016,61.9
Rhode Island,2017,60.6
Rhode Island,2018,60.3
Rhode Island,2019,59.7
Rhode Island,2020,62.1
Rhode Island,2021,61.5
Rhode Island,2022,61.8
Rhode Island,2023,61.6
South Carolina,1974,74.8
South Carolina,1975,74.4
South Carolina,1976,73.0
South Carolina,1977,74.0
South Carolina,1978,73.2
South Carolina,1979,72.9
South Carolina,1980,73.6
South Carolina,1981,73.6
South Carolina,1982,73.7
South Carolina,1983,72.9
South Carolina,1984,74.3
South Carolina,1985,74.5
South Carolina,1986,75.7
South Carolina,1987,74.0
South Carolina,1988,73.3
South Carolina,1989,73.3
South Carolina,1990,77.1
South Carolina,1991,74.7
South Carolina,1992,72.9
South Carolina,1993,74.1
South Carolina,1994,74.0
South Carolina,1995,73.7
South Carolina,1996,73.3
South Carolina,1997,73.4
South Carolina,1998,76.0
South Carolina,1999,75.3
South Carolina,2000,74.2
South Carolina,2001,75.3
South Carolina,2002,75.1
South Carolina,2003,73.2
South Carolina,2004,74.2
South Carolina,2005,74.2
South Carolina,2006,75.5
South Carolina,2007,76.4
South Carolina,2008,74.7
South Carolina,2009,73.6
South Carolina,2010,74.3
South Carolina,2011,76.1
South Carolina,2012,75.9
South Carolina,2013,73.1
South Carolina,2014,73.6
South Carolina,2015,75.3
South Carolina,2016,76.1
South Carolina,2017,76.3
South Carolina,2018,74.9
South Carolina,2019,76.2
South Carolina,2020,75.0
South Carolina,2021,74.8
South Carolina,2022,75.0
South Carolina,2023,75.4
South Dakota,1974,59.3
South Dakota,1975,56.0
South Dakota,1976,59.7
South Dakota,1977,57.5
South Dakota,1978,54.1
South Dakota,1979,54.9
South Dakota,1980,59.3
South Dakota,1981,60.3
South Dakota,1982,54.7
South Dakota,1983,56.4
South Dakota,1984,56.9
South Dakota,1985,55.3
South Dakota,1986,57.1
South Dakota,1987,60.9
South Dakota,1988,60.0
South Dakota,1989,56.9
South Dakota,1990,59.8
South Dakota,1991,58.7
South Dakota,1992,57.4
South Dakota,1993,53.4
South Dakota,1994,56.7
South Dakota,1995,55.8
South Dakota,1996,53.0
South Dakota,1997,56.2
South Dakota,1998,58.6
South Dakota,1999,60.1
South Dakota,2000,58.4
South Dakota,2001,58.4
South Dakota,2002,58.6
South Dakota,2003,58.4
South Dakota,2004,58.6
South Dakota,2005,59.6
South Dakota,2006,60.6
South Dakota,2007,58.8
South Dakota,2008,56.0
South Dakota,2009,55.1
South Dakota,2010,56.3
South Dakota,2011,56.3
South Dakota,2012,62.7
South Dakota,2013,55.7
South Dakota,2014,55.7
South Dakota,2015,59.8
South Dakota,2016,60.5
South Dakota,2017,59.1
South Dakota,2018,55.6
South Dakota,2019,52.8
South Dakota,2020,59.1
South Dakota,2021,60.6
South Dakota,2022,58.1
South Dakota,2023,58.8
Tennessee,1974,68.8
Tennessee,1975,68.8
Tennessee,1976,67.6
Tennessee,1977,68.8
Tennessee,1978,67.7
Tennessee,1979,66.6
Tennessee,1980,68.8
Tennessee,1981,68.2
Tennessee,1982,68.7
Tennessee,1983,67.8
Tennessee,1984,68.9
Tennessee,1985,68.1
Tennessee,1986,70.1
Tennessee,1987,70.1
Tennessee,1988,69.0
Tennessee,1989,67.3
Tennessee,1990,71.1
Tennessee,1991,69.8
Tennessee,1992,67.6
Tennessee,1993,68.1
Tennessee,1994,68.8
Tennessee,1995,68.7
Tennessee,1996,67.5
Tennessee,1997,67.6
Tennessee,1998,70.8
Tennessee,1999,71.4
Tennessee,2000,69.5
Tennessee,2001,69.6
Tennessee,2002,69.6
Tennessee,2003,68.1
Tennessee,2004,69.0
Tennessee,2005,69.9
Tennessee,2006,70.3
Tennessee,2007,71.9
Tennessee,2008,69.1
Tennessee,2009,68.1
Tennessee,2010,69.2
Tennessee,2011,69.9
Tennessee,2012,71.9
Tennessee,2013,67.4
Tennessee,2014,67.5
Tennessee,2015,69.7
Tennessee,2016,71.7
Tennessee,2017,70.8
Tennessee,2018,69.2
Tennessee,2019,70.7
Tennessee,2020,69.7
Tennessee,2021,69.7
Tennessee,2022,70.0
Tennessee,2023,71.1
Texas,1974,76.9
Texas,1975,76.4
Texas,1976,75.4
Texas,1977,77.9
Texas,1978,75.7
Texas,1979,75.1
Texas,1980,77.6
Texas,1981,76.9
Texas,1982,76.7
Texas,1983,75.5
Texas,1984,77.1
Texas,1985,76.2
Texas,1986,77.2
Texas,1987,76.0
Texas,1988,77.3
Texas,1989,76.9
Texas,1990,77.8
Texas,1991,76.4
Texas,1992,76.2
Texas,1993,76.2
Texas,1994,77.8
Texas,1995,77.6
Texas,1996,78.4
Texas,1997,75.6
Texas,1998,79.3
Texas,1999,79.6
Texas,2000,78.8
Texas,2001,77.5
Texas,2002,76.9
Texas,2003,77.7
Texas,2004,76.5
Texas,2005,78.5
Texas,2006,80.1
Texas,2007,76.5
Texas,2008,78.7
Texas,2009,78.5
Texas,2010,77.5
Texas,2011,80.9
Texas,2012,80.6
Texas,2013,77.6
Texas,2014,77.2
Texas,2015,77.4
Texas,2016,79.1
Texas,2017,79.7
Texas,2018,78.1
Texas,2019,78.0
Texas,2020,79.5
Texas,2021,78.3
Texas,2022,79.4
Texas,2023,80.5
Utah,1974,60.8
Utah,1975,58.3
Utah,1976,61.1
Utah,1977,62.2
Utah,1978,60.1
Utah,1979,59.5
Utah,1980,61.0
Utah,1981,62.5
Utah,1982,58.2
Utah,1983,59.1
Utah,1984,57.9
Utah,1985,59.4
Utah,1986,61.6
Utah,1987,60.9
Utah,1988,61.5
Utah,1989,61.9
Utah,1990,61.5
Utah,1991,59.9
Utah,1992,61.5
Utah,1993,59.2
Utah,1994,62.4
Utah,1995,61.9
Utah,1996,62.6
Utah,1997,60.6
Utah,1998,60.5
Utah,1999,62.5
Utah,2000,62.9
Utah,2001,63.0
Utah,2002,62.3
Utah,2003,63.5
Utah,2004,61.1
Utah,2005,61.9
Utah,2006,62.2
Utah,2007,63.3
Utah,2008,61.4
Utah,2009,61.5
Utah,2010,60.9
Utah,2011,60.4
Utah,2012,64.3
Utah,2013,60.5
Utah,2014,63.2
Utah,2015,63.3
Utah,2016,62.9
Utah,2017,63.7
Utah,2018,63.3
Utah,2019,60.2
Utah,2020,63.9
Utah,2021,63.7
Utah,2022,62.9
Utah,2023,61.0
Vermont,1974,51.8
Vermont,1975,53.1
Vermont,1976,51.4
Vermont,1977,52.1
Vermont,1978,51.2
Vermont,1979,52.6
Vermont,1980,51.3
Vermont,1981,52.6
Vermont,1982,52.6
Vermont,1983,53.0
Vermont,1984,53.3
Vermont,1985,52.0
Vermont,1986,52.4
Vermont,1987,52.9
Vermont,1988,52.6
Vermont,1989,51.6
Vermont,1990,54.5
Vermont,1991,54.4
Vermont,1992,51.0
Vermont,1993,52.0
Vermont,1994,52.1
Vermont,1995,52.8
Vermont,1996,51.8
Vermont,1997,51.6
Vermont,1998,55.3
Vermont,1999,55.2
Vermont,2000,51.9
Vermont,2001,54.7
Vermont,2002,53.9
Vermont,2003,52.0
Vermont,2004,52.4
Vermont,2005,53.9
Vermont,2006,54.7
Vermont,2007,52.7
Vermont,2008,53.5
Vermont,2009,52.5
Vermont,2010,54.6
Vermont,2011,54.3
Vermont,2012,56.2
Vermont,2013,53.3
Vermont,2014,52.2
Vermont,2015,53.8
Vermont,2016,55.3
Vermont,2017,54.0
Vermont,2018,53.1
Vermont,2019,52.4
Vermont,2020,55.4
Vermont,2021,54.9
Vermont,2022,55.4
Vermont,2023,55.5
Virginia,1974,66.4
Virginia,1975,66.2
Virginia,1976,65.7
Virginia,1977,66.0
Virginia,1978,64.6
Virginia,1979,64.5
Virginia,1980,65.7
Virginia,1981,65.0
Virginia,1982,65.5
Virginia,1983,65.5
Virginia,1984,65.9
Virginia,1985,66.5
Virginia,1986,66.6
Virginia,1987,66.5
Virginia,1988,65.8
Virginia,1989,65.0
Virginia,1990,68.9
Virginia,1991,68.2
Virginia,1992,64.8
Virginia,1993,66.0
Virginia,1994,66.7
Virginia,1995,66.0
Virginia,1996,64.6
Virginia,1997,65.7
Virginia,1998,68.5
Virginia,1999,68.0
Virginia,2000,66.1
Virginia,2001,67.7
Virginia,2002,67.8
Virginia,2003,65.1
Virginia,2004,66.3
Virginia,2005,66.8
Virginia,2006,67.9
Virginia,2007,68.3
Virginia,2008,66.9
Virginia,2009,65.7
Virginia,2010,67.1
Virginia,2011,67.9
Virginia,2012,68.7
Virginia,2013,65.4
Virginia,2014,65.2
Virginia,2015,67.1
Virginia,2016,67.8
Virginia,2017,68.1
Virginia,2018,66.5
Virginia,2019,68.2
Virginia,2020,67.7
Virginia,2021,67.9
Virginia,2022,67.3
Virginia,2023,68.6
Washington,1974,56.7
Washington,1975,54.7
Washington,1976,55.8
Washington,1977,56.1
Washington,1978,55.3
Washington,1979,56.5
Washington,1980,55.3
Washington,1981,56.9
Washington,1982,55.2
Washington,1983,56.1
Washington,1984,54.7
Washington,1985,54.0
Washington,1986,56.9
Washington,1987,58.6
Washington,1988,57.2
Washington,1989,56.2
Washington,1990,57.0
Washington,1991,56.8
Washington,1992,58.6
Washington,1993,54.9
Washington,1994,57.8
Washington,1995,57.1
Washington,1996,55.2
Washington,1997,56.4
Washington,1998,58.1
Washington,1999,56.6
Washington,2000,55.8
Washington,2001,56.6
Washington,2002,56.9
Washington,2003,58.2
Washington,2004,58.0
Washington,2005,57.2
Washington,2006,57.6
Washington,2007,56.5
Washington,2008,55.6
Washington,2009,56.3
Washington,2010,56.2
Washington,2011,55.0
Washington,2012,56.7
Washington,2013,56.8
Washington,2014,58.0
Washington,2015,60.0
Washington,2016,58.0
Washington,2017,56.4
Washington,2018,57.7
Washington,2019,55.9
Washington,2020,57.8
Washington,2021,58.2
Washington,2022,56.9
Washington,2023,58.0
West Virginia,1974,62.7
West Virginia,1975,62.9
West Virginia,1976,61.6
West Virginia,1977,62.1
West Virginia,1978,60.7
West Virginia,1979,60.7
West Virginia,1980,61.4
West Virginia,1981,61.2
West Virginia,1982,62.9
West Virginia,1983,62.2
West Virginia,1984,62.4
West Virginia,1985,62.5
West Virginia,1986,63.2
West Virginia,1987,63.7
West Virginia,1988,63.0
West Virginia,1989,61.5
West Virginia,1990,65.3
West Virginia,1991,65.0
West Virginia,1992,61.6
West Virginia,1993,62.7
West Virginia,1994,63.2
West Virginia,1995,62.5
West Virginia,1996,61.3
West Virginia,1997,61.8
West Virginia,1998,65.0
West Virginia,1999,65.2
West Virginia,2000,62.9
West Virginia,2001,64.2
West Virginia,2002,64.2
West Virginia,2003,61.7
West Virginia,2004,63.2
West Virginia,2005,63.6
West Virginia,2006,64.0
West Virginia,2007,64.8
West Virginia,2008,63.0
West Virginia,2009,62.3
West Virginia,2010,62.8
West Virginia,2011,64.1
West Virginia,2012,65.7
West Virginia,2013,62.0
West Virginia,2014,61.7
West Virginia,2015,64.1
West Virginia,2016,65.3
West Virginia,2017,64.8
West Virginia,2018,63.3
West Virginia,2019,65.2
West Virginia,2020,64.6
West Virginia,2021,64.5
West Virginia,2022,63.7
West Virginia,2023,65.3
Wisconsin,1974,52.5
Wisconsin,1975,53.1
Wisconsin,1976,53.4
Wisconsin,1977,53.5
Wisconsin,1978,51.8
Wisconsin,1979,50.6
Wisconsin,1980,52.6
Wisconsin,1981,53.9
Wisconsin,1982,51.7
Wisconsin,1983,52.8
Wisconsin,1984,53.4
Wisconsin,1985,51.9
Wisconsin,1986,53.4
Wisconsin,1987,56.8
Wisconsin,1988,54.9
Wisconsin,1989,52.2
Wisconsin,1990,55.3
Wisconsin,1991,54.0
Wisconsin,1992,52.3
Wisconsin,1993,51.4
Wisconsin,1994,53.5
Wisconsin,1995,52.7
Wisconsin,1996,50.7
Wisconsin,1997,52.5
Wisconsin,1998,57.4
Wisconsin,1999,56.0
Wisconsin,2000,54.2
Wisconsin,2001,55.6
Wisconsin,2002,54.5
Wisconsin,2003,54.0
Wisconsin,2004,53.8
Wisconsin,2005,55.6
Wisconsin,2006,56.1
Wisconsin,2007,55.1
Wisconsin,2008,52.4
Wisconsin,2009,52.8
Wisconsin,2010,55.8
Wisconsin,2011,54.0
Wisconsin,2012,58.2
Wisconsin,2013,51.9
Wisconsin,2014,50.2
Wisconsin,2015,54.9
Wisconsin,2016,55.8
Wisconsin,2017,54.5
Wisconsin,2018,53.1
Wisconsin,2019,51.7
Wisconsin,2020,54.8
Wisconsin,2021,56.2
Wisconsin,2022,53.1
Wisconsin,2023,56.3
Wyoming,1974,54.5
Wyoming,1975,52.0
Wyoming,1976,54.6
Wyoming,1977,55.2
Wyoming,1978,52.2
Wyoming,1979,53.0
Wyoming,1980,54.7
Wyoming,1981,56.7
Wyoming,1982,52.0
Wyoming,1983,52.9
Wyoming,1984,52.3
Wyoming,1985,52.4
Wyoming,1986,54.8
Wyoming,1987,55.7
Wyoming,1988,56.4
Wyoming,1989,54.3
Wyoming,1990,54.9
Wyoming,1991,54.4
Wyoming,1992,55.6
Wyoming,1993,51.2
Wyoming,1994,56.1
Wyoming,1995,54.0
Wyoming,1996,54.0
Wyoming,1997,53.8
Wyoming,1998,54.8
Wyoming,1999,56.4
Wyoming,2000,55.8
Wyoming,2001,56.4
Wyoming,2002,54.6
Wyoming,2003,55.9
Wyoming,2004,55.1
Wyoming,2005,56.0
Wyoming,2006,56.4
Wyoming,2007,56.5
Wyoming,2008,53.7
Wyoming,2009,53.8
Wyoming,2010,54.9
Wyoming,2011,53.8
Wyoming,2012,58.5
Wyoming,2013,54.5
Wyoming,2014,54.9
Wyoming,2015,57.1
Wyoming,2016,56.9
Wyoming,2017,56.0
Wyoming,2018,55.5
Wyoming,2019,52.8
Wyoming,2020,56.4
Wyoming,2021,56.9
Wyoming,2022,55.4
Wyoming,2023,54.7
